stream,date,chla.mg.m2
WS09,2011-04-10,5.373375
WS09,2011-04-10,1.7521875
WS09,2011-04-10,5.8172625
WS09,2011-04-10,6.411708333
WS09,2011-05-10,2.0559
WS09,2011-05-10,7.995166667
WS09,2011-05-10,1.869
WS09,2011-05-10,1.728825
WS09,2011-05-10,6.224808333
WS09,2011-06-10,2.1182
WS09,2011-06-10,1.412133333
WS09,2011-06-10,2.325866667
WS09,2011-06-10,1.583458333
WS09,2011-07-10,1.536733333
WS09,2011-07-10,1.702866667
WS09,2011-07-10,9.137333333
WS09,2011-07-10,13.083
WS09,2011-08-10,0.46725
WS09,2011-08-10,0.430908333
WS09,2011-08-10,2.829458333
WS09,2011-08-10,2.595833333
WS09,2011-09-10,0.389375
WS09,2011-09-10,1.412133333
WS09,2011-09-10,0.410141667
WS09,2011-09-10,22.94716667
WS09,2011-10-10,1.817083333
WS09,2011-10-10,0.8722
WS09,2011-10-10,0.337458333
WS09,2011-10-10,1.4329
WS09,2011-11-10,0.456866667
WS09,2011-11-10,0.462058333
WS09,2011-12-10,1.142166667
WS09,2011-12-10,0.77875
WS09,2011-12-10,1.136975
WS09,2011-12-10,0
WS09,2012-01-10,3.60E-15
WS09,2012-01-10,0
WS09,2012-01-10,0.358225
WS09,2012-01-10,0.389375
WS09,2012-02-10,0.944883333
WS09,2012-02-10,0.59185
WS09,2012-02-10,-0.363416667
WS09,2012-02-10,4.2364
WS09,2012-03-10,2.271354167
WS09,2012-03-10,4.20525
WS09,2012-03-10,6.63495
WS09,2012-03-10,7.148925
WS09,2012-04-10,4.1507375
WS09,2012-04-10,1.96245
WS09,2012-04-10,5.425291667
WS09,2012-04-10,5.311075
WS09,2012-05-10,12.46
WS09,2012-05-10,35.61483333
WS09,2012-05-10,99.4308
WS09,2012-05-10,55.77926667
WS09,2012-06-10,96.3781
WS09,2012-06-10,150.0391667
WS09,2012-06-10,174.44
WS09,2012-06-10,90.80225
WS09,2012-07-10,0.726833333
WS09,2012-07-10,4.999575
WS09,2012-07-10,2.7412
WS09,2012-07-10,2.4297
WS09,2012-08-10,1.515966667
WS09,2012-08-10,1.3083
WS09,2012-08-10,1.785933333
WS09,2012-08-10,1.6198
WS09,2012-09-10,0
WS09,2012-09-10,1.453666667
WS09,2012-09-10,0
WS09,2012-09-10,3.821066667
WS09,2012-10-10,0
WS09,2012-10-10,0
WS09,2012-10-10,0.602233333
WS09,2012-10-10,0
WS09,2012-11-10,0
WS09,2012-11-10,0
WS09,2012-11-10,0
WS09,2012-11-10,1.017566667
WS09,2012-12-10,0.3738
WS09,2012-12-10,0.425716667
WS09,2012-12-10,0.46725
WS09,2012-12-10,0.451675
WS09,2013-01-10,0
WS09,2013-01-10,0
WS09,2013-01-10,1.21485
WS09,2013-01-10,0
WS09,2013-02-10,0
WS09,2013-02-10,0
WS09,2013-02-10,0.825475
WS09,2013-02-10,0.285541667
WS09,2013-03-10,0.752791667
WS09,2013-03-10,1.273688889
WS09,2013-03-10,2.699666667
WS09,2013-03-10,0.882583333
WS09,2013-04-10,8.358583333
WS09,2013-04-10,11.87853333
WS09,2013-04-10,15.2635
WS09,2013-04-10,3.654933333
WS09,2013-05-10,59.4342
WS09,2013-05-10,66.24566667
WS09,2013-05-10,128.7741
WS09,2013-05-10,33.72506667
WS09,2013-06-10,99.97073333
WS09,2013-06-10,36.71546667
WS09,2013-06-10,82.40213333
WS09,2013-06-10,98.64166667
WS09,2013-07-10,3.9872
WS09,2013-07-10,2.533533333
WS09,2013-07-10,19.1884
WS09,2013-07-10,41.27375
WS10,2010-09-10,0.706066667
WS10,2010-09-10,-1.06E-15
WS10,2010-09-10,0.5840625
WS10,2010-09-10,0.623
WS10,2010-10-10,2.27395
WS10,2010-10-10,1.282341667
WS10,2010-10-10,2.009175
WS10,2010-10-10,15.00391667
WS10,2010-11-10,1.142166667
WS10,2010-11-10,0.46725
WS10,2010-11-10,1.505583333
WS10,2010-11-10,0.908541667
WS10,2010-12-10,0
WS10,2010-12-10,2.040325
WS10,2010-12-10,1.256383333
WS10,2011-01-10,0.389375
WS10,2011-01-10,0.46725
WS10,2011-02-10,2.388166667
WS10,2011-02-10,6.0353125
WS10,2011-02-10,11.16208333
WS10,2011-02-10,12.82341667
WS10,2011-03-10,8.955625
WS10,2011-03-10,2.699666667
WS10,2011-03-10,2.907333333
WS10,2011-03-10,6.868575
WS10,2011-04-10,0.9734375
WS10,2011-04-10,20.1306875
WS10,2011-04-10,8.0600625
WS10,2011-04-10,5.2565625
WS10,2011-05-10,2.5543
WS10,2011-05-10,19.0638
WS10,2011-05-10,27.72869167
WS10,2011-05-10,14.53666667
WS10,2011-06-10,0.3115
WS10,2011-06-10,2.782733333
WS10,2011-06-10,12.5223
WS10,2011-07-10,10.26911667
WS10,2011-07-10,0.768366667
WS10,2011-07-10,2.725625
WS10,2011-07-10,1.323875
WS10,2011-08-10,0.420525
WS10,2011-08-10,0.955266667
WS10,2011-08-10,0.90335
WS10,2011-08-10,9.137333333
WS10,2011-09-10,0.882583333
WS10,2011-09-10,1.246
WS10,2011-09-10,13.68004167
WS10,2011-10-10,6.5415
WS10,2011-10-10,3.634166667
WS10,2011-10-10,1.09025
WS10,2011-10-10,1.168125
WS10,2011-11-10,0.955266667
WS10,2011-11-10,1.6821
WS10,2011-11-10,4.7971
WS10,2011-12-10,3.115
WS10,2011-12-10,1.079866667
WS10,2011-12-10,0.347841667
WS10,2011-12-10,0.446483333
WS10,2012-01-10,1.479625
WS10,2012-01-10,0.3348625
WS10,2012-01-10,0.353033333
WS10,2012-01-10,0.664533333
WS10,2012-02-10,0.5684875
WS10,2012-02-10,0
WS10,2012-02-10,2.46085
WS10,2012-02-10,0.820283333
WS10,2012-03-10,25.80258333
WS10,2012-03-10,29.5302
WS10,2012-03-10,50.74854167
WS10,2012-03-10,83.1705
WS10,2012-04-10,32.77239583
WS10,2012-04-10,2.89695
WS10,2012-04-10,11.92006667
WS10,2012-04-10,24.33074583
WS10,2012-05-10,297.1294667
WS10,2012-05-10,294.056
WS10,2012-05-10,45.027325
WS10,2012-05-10,97.22434167
WS10,2012-06-10,182.2898
WS10,2012-06-10,237.8614
WS10,2012-06-10,117.9546667
WS10,2012-06-10,139.8012
WS10,2012-07-10,39.45666667
WS10,2012-07-10,3.322666667
WS10,2012-07-10,9.4696
WS10,2012-07-10,53.05883333
WS10,2012-08-10,5.2332
WS10,2012-08-10,0.851433333
WS10,2012-08-10,2.907333333
WS10,2012-08-10,1.4329
WS10,2012-09-10,4.2364
WS10,2012-09-10,0.737216667
WS10,2012-09-10,-6.607953333
WS10,2012-09-10,8.56625
WS10,2012-10-10,0.363416667
WS10,2012-10-10,0
WS10,2012-10-10,0
WS10,2012-10-10,0.415333333
WS10,2012-11-10,1.4329
WS10,2012-11-10,1.038333333
WS10,2012-11-10,0.321883333
WS10,2012-11-10,0
WS10,2012-12-10,0.830666667
WS10,2012-12-10,0.84105
WS10,2012-12-10,0.386779167
WS10,2012-12-10,0.789133333
WS10,2013-01-10,1.079866667
WS10,2013-01-10,1.323875
WS10,2013-01-10,1.02795
WS10,2013-01-10,1.3083
WS10,2013-02-10,0.519166667
WS10,2013-02-10,0.59185
WS10,2013-02-10,0.295925
WS10,2013-02-10,0
WS10,2013-03-10,35.97825
WS10,2013-03-10,1.785933333
WS10,2013-03-10,8.137210667
WS10,2013-03-10,4.153333333
WS10,2013-04-10,117.124
WS10,2013-04-10,69.9006
WS10,2013-04-10,213.9382
WS10,2013-04-10,318.3265225
WS10,2013-05-10,733.5825
WS10,2013-05-10,167.3793333
WS10,2013-05-10,470.988
WS10,2013-05-10,119.8652
WS10,2013-06-10,152.2092833
WS10,2013-06-10,105.9723
WS10,2013-06-10,38.9375
WS10,2013-06-10,75.59066667
WS10,2013-07-10,6.9776
WS10,2013-07-10,0.851433333
WS10,2013-07-10,10.5287
WS10,2013-07-10,0
