date.time,stream,PAR_umol_s_m2_Avg,WaterDep,average.water.etmp,number.of.strokes
2011-08-04 12:00,WS10,26.54773,0.07806056,15.84,97
2011-08-05 12:00,WS10,40.32847,0.07670794,15.93,94
2011-08-06 12:00,WS10,12.03376,0.07756625,15.8,96
2011-08-07 12:00,WS10,22.42481,0.07472141,15.8,89
2011-08-08 12:00,WS10,52.312,0.07555432,16.01,91
2011-08-09 12:00,WS10,15.41082,0.06932098,15.99,76
2011-08-10 12:00,WS10,59.07393,0.06645011,15.73,69
2011-08-11 12:00,WS10,6.705903,0.06491201,15.69,66
2011-08-12 12:00,WS10,20.03316,0.06567109,17.53,47
2011-08-13 12:00,WS10,20.65838,0.06646411,18.19,49
2011-08-14 12:00,WS10,6.645996,0.07145461,17.25,60
2011-08-15 12:00,WS10,68.51414,0.06843307,15.8,53
2011-08-16 12:00,WS10,29.23436,0.06889369,15.5,54
2011-08-17 12:00,WS10,8.277271,0.07027296,16.53,57
2011-08-18 12:00,WS10,3.18068,0.06763662,16.79,51
2011-08-19 12:00,WS10,13.73241,0.07257567,15.22,62
2011-08-20 12:00,WS10,19.01235,0.07053835,15.46,57
2011-08-21 12:00,WS10,12.8932,0.06851496,15.62,53
2011-08-22 12:00,WS10,14.16692,0.06264862,15.76,42
2011-08-23 12:00,WS10,5.884794,0.06222758,15.21,40
2011-08-24 12:00,WS10,11.21457,0.06377175,15.03,44
2011-08-25 12:00,WS10,15.96143,0.06198967,15.29,41
2011-08-26 12:00,WS10,16.63146,0.0628553,15.59,42
2011-08-27 12:00,WS10,14.28003,0.06344093,15.44,43
2011-08-28 12:00,WS10,6.736213,0.06244839,15.02,41
2011-08-29 12:00,WS10,11.27994,0.06454889,14.84,45
2011-08-30 12:00,WS10,9.001361,0.0630826,14.79,43
2011-08-31 12:00,WS10,15.78247,0.06410634,15,44
2011-09-01 12:00,WS10,12.30814,0.06118144,15.1,39
2011-09-02 12:00,WS10,8.380428,0.06182202,15.34,40
2011-09-03 12:00,WS10,8.787365,0.06336982,15.4,43
2011-09-04 12:00,WS10,18.01579,0.06429804,15.47,45
2011-09-05 12:00,WS10,2.093299,0.08231393,15.4,88
2011-09-06 12:00,WS10,2.945741,0.09850497,15.42,144
2011-09-07 12:00,WS10,9.209501,0.09404509,14.13,126
2011-09-08 12:00,WS10,10.511,0.09003431,13.88,112
2011-09-09 12:00,WS10,5.465985,0.08868502,13.65,108
2011-09-10 12:00,WS10,6.013896,0.08631475,13.45,100
2011-09-11 12:00,WS10,8.347782,0.08449745,13.59,94
2011-09-12 12:00,WS10,6.817988,0.08020255,13.76,82
2011-09-13 12:00,WS10,8.057758,0.07768023,13.8,75
2011-09-14 12:00,WS10,6.821374,0.07619844,14,71
2011-09-15 12:00,WS10,16.11377,0.07670082,14.17,72
2011-09-16 12:00,WS10,17.12471,0.07726832,13.35,74
2011-09-17 12:00,WS10,17.40629,0.07894744,13.06,78
2011-09-18 12:00,WS10,5.619659,0.07790746,13.12,76
2011-09-19 12:00,WS10,9.02343,0.07792664,12.71,75
2011-09-20 12:00,WS10,6.716612,0.08081465,13.05,84
2011-09-21 12:00,WS10,5.959661,0.09189506,13.6,119
2011-09-22 12:00,WS10,9.469188,0.08477466,13.8,96
2011-09-23 12:00,WS10,15.51704,0.09906074,14.19,146
2011-09-24 12:00,WS10,5.006868,0.09037712,13.86,114
2011-09-25 12:00,WS10,12.31359,0.08868589,13.8,108
2011-09-26 12:00,WS10,17.02873,0.09594338,14.31,134
2011-09-27 12:00,WS10,6.569626,0.0924394,14.1,121
2011-09-28 12:00,WS10,6.574242,0.09203085,13.59,119
2011-09-29 12:00,WS10,14.13119,0.09249377,13.48,121
2011-09-30 12:00,WS10,4.902684,0.09289507,13.26,122
2011-10-01 12:00,WS10,5.324567,0.09343492,11.18,124
2011-10-02 12:00,WS10,5.091088,0.09397327,10.22,126
2011-10-03 12:00,WS10,5.079026,0.09380869,10.23,126
2011-10-04 12:00,WS10,4.978459,0.09277482,10.83,122
2011-10-05 12:00,WS10,5.220421,0.09183025,11.51,118
2011-10-06 12:00,WS10,5.764079,0.09203554,11.95,120
2011-10-13 12:00,WS10,9.18198,0.1020855,12.32,123
2011-10-14 12:00,WS10,7.862858,0.09791936,11.8,110
2011-10-15 12:00,WS10,8.683474,0.09837376,11.45,112
2011-10-16 12:00,WS10,8.783478,0.09790336,11.25,110
2011-10-17 12:00,WS10,10.451,0.09837203,11.61,111
2011-10-18 12:00,WS10,10.57737,0.09535291,11.9,103
2011-10-19 12:00,WS10,12.35588,0.1390242,12.1,269
2011-10-20 12:00,WS10,35.53008,0.1070249,10.01,138
2011-10-21 12:00,WS10,11.81111,0.1056186,9.38,134
2011-10-22 12:00,WS10,11.20127,0.1071908,9.03,139
2011-10-23 12:00,WS10,11.38436,0.1047078,9.55,131
2011-10-24 12:00,WS10,11.02201,0.1049858,10.01,131
2011-10-25 12:00,WS10,10.75386,0.1043781,10.25,129
2011-10-26 12:00,WS10,16.89582,0.1047062,10.49,131
2011-10-27 12:00,WS10,30.7767,0.10588,10.76,134
2011-10-28 12:00,WS10,5.501706,0.1130189,10.86,158
2011-10-29 12:00,WS10,12.12279,0.1107564,9.29,150
2011-10-30 12:00,WS10,15.73119,0.1105964,8.43,150
2011-10-31 12:00,WS10,33.13437,0.1100035,8.36,147
2011-11-01 12:00,WS10,13.18893,0.1062942,8.33,136
2011-11-02 12:00,WS10,12.75821,0.1072256,8.57,138
2011-11-03 12:00,WS10,27.99716,0.1081655,8.62,142
2011-11-04 12:00,WS10,28.09878,0.1149339,8.67,166
2011-11-05 12:00,WS10,13.29837,0.1132268,8.32,160
2011-11-06 12:00,WS10,32.64088,0.1132814,8.49,160
2011-11-07 12:00,WS10,11.93982,0.1135205,8.71,161
2011-11-08 12:00,WS10,14.75093,0.113955,8.91,162
2011-11-09 12:00,WS10,50.91961,0.113038,9.4,159
2011-11-10 12:00,WS10,49.66933,0.1130889,9.47,159
2011-11-11 12:00,WS10,13.92626,0.1129996,7.137,159
2011-11-12 12:00,WS10,14.37515,0.1126615,7.341,157
2011-11-13 12:00,WS10,48.68476,0.1128303,7.781,157
2011-11-14 12:00,WS10,28.44633,0.1129657,9.15,158
2011-11-15 12:00,WS10,26.95145,0.1127377,10.14,158
2011-11-16 12:00,WS10,31.23009,0.1571033,10.94,0
2011-11-17 12:00,WS10,21.19764,0.137543,9.89,262
2011-11-18 12:00,WS10,13.13808,0.1334422,7.237,242
2011-11-19 12:00,WS10,25.62703,0.1353649,7.693,252
2011-11-20 12:00,WS10,18.21733,0.1367638,9.26,258
2011-11-21 12:00,WS10,48.62189,0.1361629,10.09,255
2011-11-22 12:00,WS10,17.16151,0.1351807,10.68,251
2011-11-23 12:00,WS10,36.57944,0.1712296,10.23,0
2011-11-24 12:00,WS10,12.85064,0.1659551,8.58,0
2011-11-25 12:00,WS10,12.96315,0.1671766,8.48,0
2011-11-26 12:00,WS10,30.81042,0.1675274,9.06,0
2011-11-27 12:00,WS10,11.91006,0.1682614,9.68,0
2011-11-28 12:00,WS10,5.269073,0.3128899,10.36,0
2011-11-29 12:00,WS10,35.3668,0.1696616,8.01,0
2011-11-30 12:00,WS10,7.10909,0.1429186,7.707,289
2011-12-01 12:00,WS10,13.67393,0.1354011,7.916,251
2011-12-02 12:00,WS10,14.23218,0.1279451,8.01,217
2011-12-03 12:00,WS10,13.2191,0.1223345,8.32,194
2011-12-04 12:00,WS10,48.0787,0.1050343,8.7,131
2011-12-05 12:00,WS10,5.95967,0.1003111,9.57,117
2011-12-06 12:00,WS10,7.433592,0.1090982,10.41,145
2011-12-07 12:00,WS10,16.45829,0.1446375,10.18,297
2011-12-08 12:00,WS10,17.32736,0.1312363,7.701,232
2011-12-09 12:00,WS10,12.86687,0.1276718,7.88,217
2011-12-10 12:00,WS10,13.72505,0.1215829,7.697,191
2011-12-11 12:00,WS10,13.7696,0.1158595,7.566,169
2011-12-12 12:00,WS10,17.57086,0.107956,8.55,141
2011-12-13 12:00,WS10,46.7656,0.1057695,9.38,134
2011-12-14 12:00,WS10,13.10069,0.1031917,9.47,126
2011-12-15 12:00,WS10,14.58883,0.09902271,9.7,113
2011-12-16 12:00,WS10,26.89755,0.09759277,10.13,109
2011-12-17 12:00,WS10,10.8614,0.09495243,8.77,102
2011-12-18 12:00,WS10,12.10494,0.09238761,7.212,95
2011-12-19 12:00,WS10,14.43901,0.08966697,7.453,88
2011-12-20 12:00,WS10,8.618762,0.08827035,8.69,84
2011-12-21 12:00,WS10,8.249759,0.08992893,9.55,89
2011-12-22 12:00,WS10,15.43355,0.09350848,9.83,97
2011-12-23 12:00,WS10,19.98989,0.1184051,9.09,178
2011-12-24 12:00,WS10,29.77232,0.1074891,8.26,139
2011-12-25 12:00,WS10,13.73368,0.1020404,8.5,122
2011-12-26 12:00,WS10,47.99013,0.09902659,8.04,113
2011-12-27 12:00,WS10,24.0244,0.1390486,7.968,269
2011-12-28 12:00,WS10,8.107218,0.1256232,7,208
2011-12-29 12:00,WS10,13.04478,0.1220411,7.205,193
2011-12-30 12:00,WS10,44.56557,0.1180299,7.973,178
2011-12-31 12:00,WS10,12.10712,0.1141017,8.16,163
2012-01-01 12:00,WS10,27.26443,0.1108268,9.24,151
2012-01-02 12:00,WS10,17.47055,0.1077275,6.557,140
2012-01-03 12:00,WS10,6.998092,0.1041913,4.778,128
2012-01-04 12:00,WS10,17.06839,0.1018223,5.633,121
2012-01-05 12:00,WS10,13.72772,0.09993109,6.409,116
2012-01-06 12:00,WS10,13.17652,0.09602859,6.949,104
2012-01-07 12:00,WS10,29.35355,0.0946385,8.27,100
2012-01-08 12:00,WS10,22.88596,0.09346457,8.75,98
2012-01-09 12:00,WS10,12.99383,0.09334013,9.25,97
2012-01-10 12:00,WS10,36.32272,0.09017752,9.39,89
2012-01-11 12:00,WS10,2.537606,0.1242978,9.23,202
2012-01-12 12:00,WS10,38.90673,0.1071322,8.29,138
2012-01-13 12:00,WS10,12.74885,0.1066342,5.195,137
2012-01-14 12:00,WS10,19.74675,0.1055606,4.967,133
2012-01-15 12:00,WS10,18.12644,0.1039548,5.629,128
2012-01-16 12:00,WS10,47.49155,0.1031844,6.202,126
2012-01-17 12:00,WS10,24.36456,0.1029666,7.387,125
2012-01-18 12:00,WS10,17.87873,0.1092947,6.601,145
2012-01-19 12:00,WS10,45.59387,0.1068558,6.11,138
2012-01-20 12:00,WS10,16.64303,0.1051558,7.375,132
2012-01-21 12:00,WS10,3.557992,0.124649,8.62,203
2012-01-22 12:00,WS10,15.05655,0.1145296,8.47,164
2012-01-23 12:00,WS10,12.60465,0.1521092,7.644,0
2012-01-24 12:00,WS10,10.9558,0.1299671,7.916,226
2012-01-25 12:00,WS10,47.04381,0.1272616,8.32,214
2012-01-26 12:00,WS10,6.496465,0.1247245,9.38,204
2012-01-27 12:00,WS10,15.8256,0.1363702,8.7,256
2012-01-28 12:00,WS10,13.1129,0.1276735,7.865,217
2012-01-29 12:00,WS10,12.58337,0.1232721,6.751,198
2012-01-30 12:00,WS10,12.97677,0.1194444,7.008,182
2012-01-31 12:00,WS10,40.83389,0.1157508,7.7,169
2012-02-01 12:00,WS10,36.03098,0.1131268,8.65,159
2012-02-02 12:00,WS10,11.74636,0.1139296,8.99,162
2012-02-03 12:00,WS10,13.0416,0.1088525,8.01,144
2012-02-04 12:00,WS10,5.446219,0.1099356,8.43,147
2012-02-05 12:00,WS10,32.28772,0.1092179,9.35,145
2012-02-06 12:00,WS10,49.7865,0.1074412,8.29,139
2012-02-07 12:00,WS10,12.94959,0.1036,7.542,127
2012-02-08 12:00,WS10,20.80161,0.1020798,7.624,122
2012-02-09 12:00,WS10,17.99381,0.1008351,6.549,118
2012-02-10 12:00,WS10,53.24924,0.09905312,6.882,113
2012-02-11 12:00,WS10,37.23823,0.09782802,6.314,110
2012-02-12 12:00,WS10,23.69374,0.09565394,4.105,104
2012-02-13 12:00,WS10,18.12008,0.09485683,5.011,101
2012-02-14 12:00,WS10,18.561,0.09272842,5.718,96
2012-02-15 12:00,WS10,16.98047,0.09064168,6.365,90
2012-02-16 12:00,WS10,20.3153,0.09297699,7.567,96
2012-02-17 12:00,WS10,39.66627,0.08932112,7.255,87
2012-02-18 12:00,WS10,32.79456,0.08075565,7.76,67
2012-02-19 12:00,WS10,10.15999,0.08133709,7.817,69
2012-02-20 12:00,WS10,14.44603,0.07999371,6.453,65
2011-10-12 12:00,WS06,37.75352,0.08000612,12.18,15
2011-10-13 12:00,WS06,11.65897,0.08560976,12.62,20
2011-10-14 12:00,WS06,67.60333,0.08317287,11.31,18
2011-10-15 12:00,WS06,39.85449,0.08426293,10.96,19
2011-10-16 12:00,WS06,34.25003,0.08375327,11.12,19
2011-10-17 12:00,WS06,35.80594,0.0837269,11.74,19
2011-10-18 12:00,WS06,52.60536,0.08361903,11.95,19
2011-10-19 12:00,WS06,34.10497,0.08968034,12.22,24
2011-10-20 12:00,WS06,116.0902,0.08248174,8.76,18
2011-10-21 12:00,WS06,48.10226,0.08216893,8.22,18
2011-10-22 12:00,WS06,50.4356,0.08216185,8.2,17
2011-10-23 12:00,WS06,59.46009,0.0824727,8.78,18
2011-10-24 12:00,WS06,61.51508,0.08153355,9.31,17
2011-10-25 12:00,WS06,79.01643,0.08003846,9.39,16
2011-10-26 12:00,WS06,109.9654,0.0820177,9.7,17
2011-10-27 12:00,WS06,134.387,0.08175394,10.18,17
2011-10-28 12:00,WS06,12.62356,0.085463,10.31,21
2011-10-29 12:00,WS06,108.0339,0.08625775,8.1,21
2011-10-30 12:00,WS06,93.07352,0.08585075,7.107,20
2011-10-31 12:00,WS06,129.3846,0.08544741,6.85,21
2011-11-01 12:00,WS06,54.80115,0.08509536,6.679,20
2011-11-02 12:00,WS06,51.5574,0.08504732,6.86,20
2011-11-03 12:00,WS06,65.34029,0.08518972,6.982,20
2011-11-04 12:00,WS06,109.05,0.08631526,7.292,21
2011-11-05 12:00,WS06,62.75315,0.08572832,6.566,20
2011-11-06 12:00,WS06,109.0471,0.08594215,7.108,21
2011-11-07 12:00,WS06,44.98046,0.08574918,6.996,20
2011-11-08 12:00,WS06,45.77365,0.08566554,7.348,21
2011-11-09 12:00,WS06,103.836,0.07921368,8.14,15
2011-11-10 12:00,WS06,126.7564,0.07872438,8.3,14
2011-11-11 12:00,WS06,35.48565,0.07832661,4.851,14
2011-11-12 12:00,WS06,35.55379,0.07737518,5.102,14
2011-11-13 12:00,WS06,121.1298,0.07704262,5.738,14
2011-11-14 12:00,WS06,97.87751,0.07761542,8.08,14
2011-11-15 12:00,WS06,47.99102,0.07789936,9.6,14
2011-11-16 12:00,WS06,44.57778,0.09021065,10.59,25
2011-11-17 12:00,WS06,65.47214,0.08244989,9.29,18
2011-11-18 12:00,WS06,30.01756,0.08218471,5.707,17
2011-11-19 12:00,WS06,33.6827,0.07787342,6.185,15
2011-11-20 12:00,WS06,27.50082,0.07850897,8.26,15
2011-11-21 12:00,WS06,111.6775,0.07841748,9.57,15
2011-11-22 12:00,WS06,20.26726,0.07763871,10.49,15
2011-11-23 12:00,WS06,82.88124,0.08507799,9.68,20
2011-11-24 12:00,WS06,28.59511,0.0846079,7.425,19
2011-11-25 12:00,WS06,28.54575,0.08482817,6.775,20
2011-11-26 12:00,WS06,52.64504,0.08542626,7.842,20
2011-11-27 12:00,WS06,21.54705,0.08695309,8.8,22
2011-11-28 12:00,WS06,13.18707,0.1407515,9.98,138
2011-11-29 12:00,WS06,62.70384,0.1294431,8.02,100
2011-11-30 12:00,WS06,47.88353,0.1141171,7.297,62
2011-12-01 12:00,WS06,38.20541,0.1067081,6.889,48
2011-12-02 12:00,WS06,31.22025,0.09980696,6.685,37
2011-12-03 12:00,WS06,25.68846,0.09476731,6.681,31
2011-12-04 12:00,WS06,97.91391,0.09087728,7.071,25
2011-12-05 12:00,WS06,13.76576,0.08430657,8.12,20
2011-12-06 12:00,WS06,14.32856,0.1043486,9.46,44
2011-12-07 12:00,WS06,30.20035,0.1107486,9.79,55
2011-12-08 12:00,WS06,49.6562,0.1078227,6.729,50
2011-12-09 12:00,WS06,26.51851,0.1049074,6.753,45
2011-12-10 12:00,WS06,30.22535,0.1007448,6.363,38
2011-12-11 12:00,WS06,31.48455,0.09611312,5.813,32
2011-12-12 12:00,WS06,28.7837,0.08970001,6.773,25
2011-12-13 12:00,WS06,140.6111,0.08594528,7.918,21
2011-12-14 12:00,WS06,29.01606,0.08767144,7.93,22
2011-12-15 12:00,WS06,40.21962,0.08473517,8.42,19
2011-12-16 12:00,WS06,54.04786,0.0821105,9.23,17
2011-12-17 12:00,WS06,24.83471,0.08402523,7.764,19
2011-12-18 12:00,WS06,26.50096,0.08203621,5.863,18
2011-12-19 12:00,WS06,23.9085,0.08336884,5.856,18
2011-12-20 12:00,WS06,14.80474,0.091114,7.13,26
2011-12-21 12:00,WS06,9.144666,0.09147669,8.48,27
2011-12-22 12:00,WS06,26.38289,0.09117537,9.16,26
2011-12-23 12:00,WS06,105.5289,0.1143691,9.03,62
2011-12-24 12:00,WS06,83.78403,0.1070533,7.959,48
2011-12-25 12:00,WS06,26.71967,0.1038996,7.851,43
2011-12-26 12:00,WS06,117.075,0.104081,6.988,44
2011-12-27 12:00,WS06,40.38923,0.1110057,7.06,55
2011-12-28 12:00,WS06,21.61346,0.1059191,5.726,46
2011-12-29 12:00,WS06,30.61899,0.1059118,5.76,46
2011-12-30 12:00,WS06,147.294,0.1036788,6.284,42
2011-12-31 12:00,WS06,22.49355,0.09419791,6.746,30
2012-01-01 12:00,WS06,90.50245,0.09471956,7.98,31
2012-01-02 12:00,WS06,30.16936,0.09322446,5.31,28
2012-01-03 12:00,WS06,11.94435,0.09318914,3.403,29
2012-01-04 12:00,WS06,31.45296,0.09369818,4.244,29
2012-01-05 12:00,WS06,22.92644,0.09158868,4.886,26
2012-01-06 12:00,WS06,13.9199,0.0886324,5.55,24
2012-01-07 12:00,WS06,69.5108,0.08887287,7.218,24
2012-01-08 12:00,WS06,47.86999,0.08788495,8,23
2012-01-09 12:00,WS06,13.63748,0.08973867,8.61,24
2012-01-10 12:00,WS06,76.2253,0.08783125,8.91,22
2012-01-11 12:00,WS06,2.378226,0.1209075,8.85,77
2012-01-12 12:00,WS06,128.2859,0.09951347,8.06,37
2012-01-13 12:00,WS06,40.2674,0.09781201,4.719,34
2012-01-14 12:00,WS06,36.79367,0.09780595,3.976,34
2012-01-15 12:00,WS06,37.96775,0.0972418,4.471,33
2012-01-16 12:00,WS06,86.6003,0.09675516,5.014,33
2012-01-17 12:00,WS06,77.182,0.09655215,6.311,33
2012-01-18 12:00,WS06,74.45953,0.09708802,6.044,33
2012-01-19 12:00,WS06,106.443,0.09597764,5.097,32
2012-01-20 12:00,WS06,50.24192,0.095399,6.48,31
2012-01-21 12:00,WS06,11.84896,0.1101923,7.963,54
2012-01-22 12:00,WS06,16.17163,0.1010667,7.963,39
2012-01-23 12:00,WS06,18.65308,0.1234671,7.242,84
2012-01-24 12:00,WS06,25.68549,0.1057848,7.223,46
2012-01-25 12:00,WS06,142.5602,0.1042344,7.298,44
2012-01-26 12:00,WS06,12.64532,0.1044579,8.65,44
2012-01-27 12:00,WS06,48.21399,0.1072488,8.48,48
2012-01-28 12:00,WS06,35.76231,0.1056785,6.905,46
2012-01-29 12:00,WS06,41.39403,0.1045336,5.7,44
2012-01-30 12:00,WS06,40.15765,0.1038592,5.646,43
2012-01-31 12:00,WS06,116.677,0.1021469,6.359,41
2012-02-01 12:00,WS06,89.62864,0.1009042,7.649,38
2012-02-02 12:00,WS06,67.67264,0.1043929,8.18,44
2012-02-03 12:00,WS06,64.45452,0.1007351,6.895,38
2012-02-04 12:00,WS06,11.07159,0.1007863,7.589,38
2012-02-05 12:00,WS06,95.14426,0.09892979,8.83,36
2012-02-06 12:00,WS06,116.293,0.09803548,7.766,35
2012-02-07 12:00,WS06,79.90906,0.09578968,6.71,31
2012-02-08 12:00,WS06,122.273,0.09529955,7.035,31
2012-02-09 12:00,WS06,102.8392,0.0944158,5.635,29
2012-02-10 12:00,WS06,134.1815,0.09356245,6.081,29
2012-02-11 12:00,WS06,94.32067,0.09292804,5.553,28
2012-02-12 12:00,WS06,105.166,0.09140585,2.278,27
2012-02-13 12:00,WS06,81.50439,0.09006018,3.596,25
2012-02-14 12:00,WS06,12.93868,0.09070557,4.631,25
2012-02-15 12:00,WS06,93.16338,0.08873088,5.35,24
2012-02-16 12:00,WS06,38.90058,0.0917117,6.934,27
2012-02-17 12:00,WS06,155.4595,0.0863599,6.601,21
2012-02-18 12:00,WS06,176.9586,0.08684836,7.206,21
2012-02-19 12:00,WS06,17.04215,0.08713757,7.382,22
2012-02-20 12:00,WS06,158.0947,0.08584651,5.514,20
2011-07-06 12:00,WS06,5.759305,0.1059686,15.3,66
2011-07-07 12:00,WS06,4.391674,0.08816739,15.57,34
2011-07-08 12:00,WS06,16.73482,0.08931503,15.75,36
2011-07-09 12:00,WS06,22.56526,0.09136524,15.92,38
2011-07-10 12:00,WS06,1.379004,0.08996609,16.07,36
2011-07-11 12:00,WS06,2.071773,0.09000773,16.21,37
2011-07-12 12:00,WS06,7.807419,0.0918503,16.25,39
2011-07-13 12:00,WS06,9.4207,0.09255261,16.64,40
2011-07-14 12:00,WS06,13.29764,0.09872967,16.46,51
2011-07-15 12:00,WS06,3.657595,0.1018062,15.83,57
2011-07-16 12:00,WS06,4.833091,0.1035535,14.99,61
2011-07-17 12:00,WS06,31.61007,0.1039449,15.12,62
2011-07-18 12:00,WS06,19.25435,0.1008348,15.53,56
2011-07-19 12:00,WS06,34.37263,0.09910153,16.03,52
2011-07-20 12:00,WS06,26.39837,0.09533261,16.56,45
2011-07-21 12:00,WS06,22.62038,0.09748537,16.98,49
2011-07-22 12:00,WS06,1.548879,0.09875687,17.06,52
2011-07-23 12:00,WS06,29.62705,0.09483188,17.37,44
2011-07-24 12:00,WS06,19.0683,0.09642164,17.32,47
2011-07-25 12:00,WS06,10.84089,0.09536308,17.37,45
2011-07-26 12:00,WS06,32.45992,0.100918,17.24,56
2011-07-27 12:00,WS06,8.872585,0.09849589,17.33,50
2011-07-28 12:00,WS06,45.12248,0.09744877,17.5,49
2011-07-29 12:00,WS06,18.53046,0.09656297,17.62,47
2011-07-30 12:00,WS06,25.55532,0.102482,17.57,59
2011-07-31 12:00,WS06,2.823216,0.1029661,17.64,60
2011-08-01 12:00,WS06,28.53638,0.08820003,17.42,34
2011-08-02 12:00,WS06,93.07697,0.08495326,17.48,30
2011-08-03 12:00,WS06,92.97691,0.08478376,17.52,29
2011-08-04 12:00,WS06,24.8983,0.08430307,18.01,29
2011-08-05 12:00,WS06,38.99228,0.07978711,18.02,24
2011-08-06 12:00,WS06,6.853307,0.0750914,17.9,19
